Species,Family,Order,Class,Common name
Gymnocypris przewalskii,Cyprinidae,Cypriniformes,Actinopterygii,
Xenocypris argentea,Cyprinidae,Cypriniformes,Actinopterygii,
Alburnus alburnus,Cyprinidae,Cypriniformes,Actinopterygii,
Barbus barbus,Cyprinidae,Cypriniformes,Actinopterygii,
Opsariichthys uncirostris,Cyprinidae,Cypriniformes,Actinopterygii,
Notemigonus crysoleucas,Cyprinidae,Cypriniformes,Actinopterygii,golden shiner
Cyprinella lutrensis,Cyprinidae,Cypriniformes,Actinopterygii,carpita roja
Tinca tinca,Cyprinidae,Cypriniformes,Actinopterygii,tanche
Gobio gobio,Cyprinidae,Cypriniformes,Actinopterygii,gudgeon
Biwia zezera,Cyprinidae,Cypriniformes,Actinopterygii,
Chondrostoma lemmingii,Cyprinidae,Cypriniformes,Actinopterygii,
Phenacobius mirabilis,Cyprinidae,Cypriniformes,Actinopterygii,suckermouth minnow
Gila robusta,Cyprinidae,Cypriniformes,Actinopterygii,roundtail chub
Campostoma anomalum,Cyprinidae,Cypriniformes,Actinopterygii,central stoneroller
Notropis stramineus,Cyprinidae,Cypriniformes,Actinopterygii,carpita arenera
Cyprinella spiloptera,Cyprinidae,Cypriniformes,Actinopterygii,mene bleu
Ctenopharyngodon idella,Cyprinidae,Cypriniformes,Actinopterygii,carpa herbivora
Gyrinocheilus aymonieri,Gyrinocheilidae,Cypriniformes,Actinopterygii,Chinese algae-eater
Psilorhynchus sucatio,Psilorhynchidae,Cypriniformes,Actinopterygii,
Psilorhynchus homaloptera,Psilorhynchidae,Cypriniformes,Actinopterygii,
Nothobranchius furzeri,Aplocheilidae,Cyprinodontiformes,Actinopterygii,
Aplocheilus panchax,Aplocheilidae,Cyprinodontiformes,Actinopterygii,blue panchax
Jordanella floridae,Cyprinodontidae,Cyprinodontiformes,Actinopterygii,American flagfish
Cyprinodon rubrofluviatilis,Cyprinodontidae,Cyprinodontiformes,Actinopterygii,Red River pupfish
Fundulus diaphanus,Fundulidae,Cyprinodontiformes,Actinopterygii,banded killifish
Fundulus grandis,Fundulidae,Cyprinodontiformes,Actinopterygii,Gulf killifish
Fundulus heteroclitus,Fundulidae,Cyprinodontiformes,Actinopterygii,choquemort
Fundulus olivaceus,Fundulidae,Cyprinodontiformes,Actinopterygii,blackspotted topminnow
Xenotoca eiseni,Goodeidae,Cyprinodontiformes,Actinopterygii,mexcalpique cola roja
Poecilia sphenops,Poeciliidae,Cyprinodontiformes,Actinopterygii,Mexican molly
Poecilia reticulata,Poeciliidae,Cyprinodontiformes,Actinopterygii,gupi
Xiphophorus hellerii,Poeciliidae,Cyprinodontiformes,Actinopterygii,cola de espada
Gambusia affinis,Poeciliidae,Cyprinodontiformes,Actinopterygii,guayacon mosquito
Xiphophorus maculatus,Poeciliidae,Cyprinodontiformes,Actinopterygii,espada surena
Elops hawaiensis,Elopidae,Elopiformes,Actinopterygii,Hawaiian ladyfish
Elops saurus,Elopidae,Elopiformes,Actinopterygii,banano
Megalops cyprinoides,Megalopidae,Elopiformes,Actinopterygii,Indo-Pacific tarpon
Megalops atlanticus,Megalopidae,Elopiformes,Actinopterygii,sabalo
Esox reichertii,Esocidae,Esociformes,Actinopterygii,Amur pike
Esox lucius,Esocidae,Esociformes,Actinopterygii,grand brochet
Umbra pygmaea,Umbridae,Esociformes,Actinopterygii,eastern mudminnow
Novumbra hubbsi,Umbridae,Esociformes,Actinopterygii,Olympic mudminnow
Dallia pectoralis,Umbridae,Esociformes,Actinopterygii,Alaska blackfish
Bregmaceros nectabanus,Bregmacerotidae,Gadiformes,Actinopterygii,smallscale codlet
Micromesistius poutassou,Gadidae,Gadiformes,Actinopterygii,Couch's whiting
Pollachius pollachius,Gadidae,Gadiformes,Actinopterygii,European pollock
Pollachius virens,Gadidae,Gadiformes,Actinopterygii,carbonero
Merlangius merlangus,Gadidae,Gadiformes,Actinopterygii,English whiting
Melanogrammus aeglefinus,Gadidae,Gadiformes,Actinopterygii,aiglefin
Gadus chalcogrammus,Gadidae,Gadiformes,Actinopterygii,Walleye Pollock
Lota lota,Gadidae,Gadiformes,Actinopterygii,burbot
Gadus morhua,Gadidae,Gadiformes,Actinopterygii,Atlantic cod
Gadus ogac,Gadidae,Gadiformes,Actinopterygii,Greenland cod
Arctogadus glacialis,Gadidae,Gadiformes,Actinopterygii,Arctic cod
Boreogadus saida,Gadidae,Gadiformes,Actinopterygii,Arctic cod
Ventrifossa garmani,Macrouridae,Gadiformes,Actinopterygii,Sagami grenadier
Squalogadus modificatus,Macrouridae,Gadiformes,Actinopterygii,
Bathygadus antrodes,Macrouridae,Gadiformes,Actinopterygii,
Trachyrincus murrayi,Macrouridae,Gadiformes,Actinopterygii,roughnose grenadier
Coelorinchus kishinouyei,Macrouridae,Gadiformes,Actinopterygii,
Merluccius merluccius,Merlucciidae,Gadiformes,Actinopterygii,European hake
Physiculus japonicus,Moridae,Gadiformes,Actinopterygii,Japanese codling
Aulichthys japonicus,Aulorhynchidae,Gasterosteiformes,Actinopterygii,
Aulorhynchus flavidus,Aulorhynchidae,Gasterosteiformes,Actinopterygii,trompudo sargacero
Aulostomus chinensis,Aulostomidae,Gasterosteiformes,Actinopterygii,Chinese trumpetfish
Aeoliscus strigatus,Centriscidae,Gasterosteiformes,Actinopterygii,
Fistularia petimba,Fistulariidae,Gasterosteiformes,Actinopterygii,Pacific cornetfish
Fistularia commersonii,Fistulariidae,Gasterosteiformes,Actinopterygii,corneta pintada
Pungitius sinensis,Gasterosteidae,Gasterosteiformes,Actinopterygii,
Pungitius kaibarae,Gasterosteidae,Gasterosteiformes,Actinopterygii,ninespine sticklebacks
Spinachia spinachia,Gasterosteidae,Gasterosteiformes,Actinopterygii,fifteenspine stickleback
Apeltes quadracus,Gasterosteidae,Gasterosteiformes,Actinopterygii,bloody stickleback
Culaea inconstans,Gasterosteidae,Gasterosteiformes,Actinopterygii,brook stickleback
Pungitius pungitius,Gasterosteidae,Gasterosteiformes,Actinopterygii,ninespine stickleback
